Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-G3-A25X-01A-11R-A16W-07,0,0,0,0.220228968,0,0,0.090156731,0,0.121380248,0,0.027521169,0.077661329,0,0.021384506,0.078719996,0.130548098,0.114211088,0,0.071654127,0,0,0.046533741,0.057,0.160680135,1.027741235
TCGA-DD-AADS-01A-11R-A41C-07,0.027134735,0,0.011204429,0.196775304,0,0.093053225,0.024033049,0.002743062,0.168112835,0.009349732,0,0.069380666,0.027268289,0.028618863,0.10204743,0.1962709,0,0,0.044007481,0,0,0,0.354,0.036913986,1.088285194
TCGA-G3-AAV3-01A-11R-A37K-07,0.027429376,0,0.060066181,0.357177876,0,0.008870502,0.024987687,0.036740136,0.10557777,0,0,0.038763264,0.009126224,0.127255973,0.067482203,0.0920864,0.023130746,0,0.021305661,0,0,0,0.154,0.088316602,1.066065204
TCGA-T1-A6J8-01A-11R-A32O-07,0,0,0.001784922,0.084716121,0,0.168756084,0,0,0.108397498,0,0,0.061262583,0.028530676,0.059734689,0.070132205,0.260669229,0.105798198,0,0.050217795,0,0,0,0.379,0.032175231,1.077190498
TCGA-2Y-A9GU-01A-11R-A38B-07,0.078787197,0,0,0.192019912,0,0.033747144,0,0.034661627,0.098397571,0,0,0.08481254,0.02914098,0.06129928,0.077124169,0.230808008,0.007485386,0,0.071716187,0,0,0,0.865,-0.024266298,1.102250757
TCGA-2Y-A9HB-01A-11R-A39D-07,0.020739797,0,0,0.247192664,0,0.210934185,0,0.017828162,0.046998482,0.027246172,0,0.047519843,0,0.037540919,0.120231946,0.161328937,0.010801817,0,0.051637075,0,0,0,0.483,0.017493195,1.111793596
TCGA-DD-A73E-01A-12R-A32O-07,0.128722799,0,0.008010517,0.013915519,0,0.091495141,0,0,0.018887539,0,0,0.105015707,0.009339317,0.01857851,0.044649049,0.158033747,0,0.023179482,0.380172673,0,0,0,0.68,-0.005506446,1.118560085
TCGA-UB-A7MB-01A-11R-A33R-07,0.028543441,0,0,0.046298227,0,0.203584426,0,0.06594495,0.021409412,0,0,0.163794649,0.012610947,0.096673207,0.093371886,0.141355174,0,0,0.094607438,0,0,0.031806243,0.892,-0.027766395,1.120331473
TCGA-DD-A73A-01A-12R-A32O-07,0,0,0,0.217701025,0,0.318576925,0,0,0.051986982,0,0,0.073259695,0.023662791,0.048966443,0.054824683,0.122686207,0.047254366,0,0.038028906,0,0.002654833,0.000397142,0.608,0.002305197,1.117993524
TCGA-DD-AAEG-01A-11R-A39D-07,0.107252855,0,0.045944106,0.05146733,0,0.145386892,0,0.088386131,0.048105146,0,0,0.136782454,0,0.166583117,0.081103159,0.077827286,0,0,0.051161524,0,0,0,0.357,0.03645162,1.08269189
TCGA-ED-A8O6-01A-11R-A36F-07,0.018571963,0,0,0.045234047,0,0.184958938,0,0,0.188652268,0,0.094310457,0,0.029634793,0.122999089,0.061398779,0.132795132,0.042455753,0,0.078988781,0,0,0,0.236,0.061500563,1.062039554
TCGA-G3-AAV7-01A-11R-A38B-07,0.019507414,0,0.001039406,0.005755406,0,0.065653321,0,0.012262642,0.091391248,0,0.063794193,0,0,0.538029374,0.019523022,0.12815071,0,0,0,0.052204912,0.002159565,0.000528787,0.047,0.182975697,1.084138451
TCGA-CC-A7IJ-01A-11R-A33R-07,0,0,0.003728012,0.319755979,0,0,0.031991343,0.054359141,0.011532301,0.084920809,0,0,0.041784359,0,0.103173326,0.341340431,0,0,0,0.0074143,0,0,0.054,0.162501208,1.042068141
TCGA-2Y-A9H9-01A-21R-A39D-07,0.04852056,0,0.023586698,0.054131578,0,0.164141194,0,0.003894368,0.083628576,0,0,0.095057782,0.005901985,0.054668388,0.157131051,0.202513533,0.02448395,0,0.081987466,0,0,0.000352873,0.653,-0.002064344,1.103577444
TCGA-CC-5261-01A-01R-A131-07,0.091810786,0.042636861,0,0.075758429,0,0.255666394,0,0,0.170528306,0,0,0.02518858,0.015895124,0.068628555,0.06349906,0.073743722,0.031779474,0,0.083057844,0,0,0.001806865,0.039,0.192697051,1.009500819
TCGA-RC-A7SH-01A-11R-A38B-07,0.07266995,0,0,0.145749289,0,0.20821,0,0.048794827,0.151534429,0,0,0.093427582,0.005215523,0.127623209,0.079577823,0.036573528,0,0,0.030612435,0,0,1.14E-05,0.676,-0.00495086,1.120529788
TCGA-DD-A1EI-01A-11R-A131-07,0.02318444,0,0,0.066839549,0,0.242841159,0,0,0.086606368,0,0,0.076999755,0.021742782,0.129664144,0.062487892,0.184664932,0.021261247,0,0.075670328,0,0,0.008037403,0.559,0.008543811,1.08912604
TCGA-G3-A3CJ-01A-11R-A213-07,0.054587511,0,0.009556841,0.10673583,0,0.043169022,0,0.022795396,0,0,0,0.130246786,0.086338173,0.0252233,0.07193554,0.312328624,0.012569024,0,0.113180784,0,0,0.01133317,0.817,-0.019279627,1.10498958
TCGA-GJ-A9DB-01A-11R-A37K-07,0.046633744,0,0.004055066,0.054178648,0,0.182780312,0,0.002998292,0.051614786,0,0,0.019378122,0.058130517,0.153194354,0.100287853,0.185618269,0.030489809,0,0.070565488,0,0.04007474,0,0.29,0.048173426,1.068079176
TCGA-ED-A7PY-01A-11R-A33R-07,0.065262659,0,0,0.167502294,0,0.09080969,0,0.01791111,0.118815543,0,0,0.092250784,0.027129924,0.031154178,0.153267086,0.085527099,0.047326815,0,0.083865017,0,0.0191778,0,0.841,-0.021231682,1.117298357
TCGA-K7-A5RG-01A-11R-A28V-07,0.055459386,0,0.114769784,0.350453204,0,0,0.048189536,0.08882503,0.079192485,0,0,0.011206647,0.006056405,0.074511989,0.062972232,0.087649855,0.018474468,0,0.001804966,0,0,0.000434013,0.01,0.319861702,0.955569826
TCGA-G3-A7M5-01A-11R-A33R-07,0.043879294,0,0,0.137171367,0,0.247801847,0,0.000880857,0.123407683,0,0.044186879,0.062934794,0.028223411,0.06693451,0.051056143,0.056096642,0,0,0.13440191,0,0,0.003024664,0.742,-0.011097944,1.110732157
TCGA-DD-AADN-01A-11R-A41C-07,0.01210222,0,0.062192267,0.315760074,0,0,0.250006745,0.015822283,0.038887511,0,0.055245365,0,0.007980138,0.078569871,0.068857195,0.076826115,0.005867348,0,0.011882869,0,0,0,0.04,0.189791911,1.018412073
TCGA-CC-A8HS-01A-11R-A36F-07,0.090964621,0,0,0.075474158,0,0.259424354,0,0.009192761,0.096626112,0,0.061921232,0.02776518,0.0136147,0.149799799,0.056866545,0.124260618,0.000686936,0,0.033402985,0,0,0,0.774,-0.014836182,1.102170328
TCGA-WQ-AB4B-01A-11R-A41C-07,0.007059454,0,0,0.030431345,0,0.230007228,0,0,0.083382648,0,0,0.120496931,0.016588069,0.146826286,0.091146311,0.075304102,0.024466143,0,0.174291484,0,0,0,0.621,0.000658179,1.100321587
TCGA-FV-A23B-01A-11R-A16W-07,0.040997453,0,0,0.099488315,0,0.250788378,0.005008242,0.046380451,0.057738955,0,0.00495584,0.025559902,0.015202828,0.010785003,0.105184375,0.135625636,0.172879996,0,0.029404626,0,0,0,0.586,0.004619795,1.089026045
TCGA-FV-A3R3-01A-11R-A22L-07,0.008940453,0,0,0.115505384,0,0.350840479,0,0,0.003006363,0,0,0.046991828,0.020728919,0.061001877,0.027151202,0.266018336,0.052278061,0,0.047537098,0,0,0,0.601,0.002741514,1.098439347
TCGA-G3-AAV0-01A-11R-A37K-07,0.013931833,0,0.034583784,0.110634159,0,0.045421579,0,0.061001189,0.098978605,0.005848811,0,0.148361132,0.018567713,0.0392966,0.172256328,0.085464977,0.024613569,0,0.141039718,0,0,0,0.914,-0.032852887,1.137192332
TCGA-5C-A9VG-01A-11R-A37K-07,0.073117602,0,0,0.040422926,0,0.200851901,0,0,0.013691017,0,0,0.067878115,0,0.109443564,0.045172627,0.230789311,0,0,0.218632938,0,0,0,0.617,0.001086805,1.089426464
TCGA-BC-4072-01B-11R-A155-07,0.026189233,0,0.007198532,0.155695383,0,0.190408958,0.042927552,0.020191427,0.065495218,0.045037016,0,0.035497108,0,0.033403865,0.106900345,0.15171209,0.065405345,0,0.020725275,0,0,0.033212653,0.034,0.200867321,1.01205931
TCGA-DD-AAVV-01A-11R-A41C-07,0.057595739,0,0.017480106,0.053281121,0,0.167677743,0.01235724,0.019956738,0.107062743,0,0,0.039606912,0.003524824,0.148731836,0.144793706,0.116171891,0.052215339,0,0.058850061,0,0,0.000694001,0.052,0.166337254,1.024842423
TCGA-DD-AADB-01A-11R-A41C-07,0.040908406,0,0.006347056,0.165522545,0,0.133993423,0,0.032530643,0.129917603,0,0,0.084188985,0.01821841,0.139022425,0.106645495,0.055193029,0.022610886,0,0.064278536,0,0,0.000622558,0.142,0.097574095,1.062495129
TCGA-DD-AAVQ-01A-11R-A41C-07,0.082728529,0,0.035392766,0.174456524,0,0.084192991,0.026369201,0.074217266,0.140890515,0,0.006123225,0.004107557,0.022298491,0.139802614,0.0731381,0.065145114,0.038406071,0,0.032731036,0,0,0,0.05,0.173631148,1.015397066
TCGA-CC-5258-01A-01R-A131-07,0.017483291,0,0.001466119,0.072840916,0,0.147525086,0.007543638,0.014415153,0.07881413,0,0.001525298,0.015976262,0.011260542,0.379498325,0.092656998,0.108187204,0.016060769,0,0.022567182,0,0,0.012179089,0.057,0.161004088,1.053537459
TCGA-EP-A3JL-01A-11R-A213-07,0.052194859,0,0.005875193,0.142869935,0,0.094993547,0.013877804,0.038207743,0.098225421,0,0,0.037276394,0.015862654,0.046100116,0.186334751,0.198709302,0.01689817,0,0.05257411,0,0,0,0.086,0.136461399,1.049792835
TCGA-DD-A73C-01A-12R-A33J-07,0.029728708,0,0,0.317219074,0,0,0,0.019370298,0.041286269,0,0.033748905,0.05959584,0.01364194,0.059408976,0.039458609,0.292615098,0,0,0.093926281,0,0,0,0.759,-0.012959308,1.110071433
TCGA-G3-AAV1-01A-11R-A38B-07,0.099550843,0,0,0,0,0.125391379,0,0,0.085858915,0.016316411,0,0.039530199,0.004141861,0.121197954,0.068567164,0.205918119,0.174411276,0,0.012394447,0,0.04672143,0,0.373,0.034008926,1.074641217
TCGA-DD-AAEE-01A-11R-A41C-07,0.082870278,0,0.004369259,0.037981669,0,0.123930199,0.010466846,0,0.088743601,0,0.097640598,0,0.026363191,0.091545526,0.160764497,0.168279619,0.029294372,0,0.077750346,0,0,0,0.415,0.027543635,1.084587413
TCGA-G3-A25T-01A-11R-A16W-07,0.012987208,0,0,0.053843501,0,0.145296263,0,0,0.062359967,0,0.01592926,0.053058527,0.051152506,0.300826547,0.055455299,0.181736325,0.021003567,0,0.04635103,0,0,0,0.018,0.254972866,0.995560361
TCGA-LG-A9QC-01A-11R-A37K-07,0.070679794,0,0,0.032950962,0,0.183403735,0,0,0.097470678,0,0.033188193,0.067575702,0.008812931,0.087456934,0.071770207,0.311813387,0,0,0.034877477,0,0,0,0.845,-0.021811178,1.105377561
TCGA-ED-A82E-01A-11R-A352-07,0,0.007688733,0,0.032644042,0,0.36187612,0,0.01187691,0.179945432,0,0,0.145567188,0.039375044,0.032217332,0,0.125536191,0,0.011520119,0.046981504,0,0.000836427,0.003934955,0.002,0.363788744,0.94447612
TCGA-DD-AACF-01A-11R-A41C-07,0.023148778,0,0,0.050214125,0,0.161283937,0,0.029198744,0.032525473,0,0.073973426,0.007872833,0.02546383,0.03408812,0.034215454,0.363602734,0.03653395,0,0.110700554,0,0,0.017178042,0.592,0.003927016,1.086015426
TCGA-QA-A7B7-01A-11R-A32O-07,0.029693682,0,0,0.070568816,0,0.201444911,0,0.066809007,0.17079718,0,0,0.111602115,0,0,0.019536153,0.162849414,0.048498521,0.041834865,0.031990923,0,0,0.044374414,0.786,-0.016034067,1.109937462
TCGA-DD-AAC9-01A-11R-A41C-07,0.033842886,0,0.042400922,0.063647423,0,0.198918735,0,0.018887217,0.129654683,0,0,0.050614354,0.027184574,0.092773989,0.066384455,0.225322997,0,0,0.044022316,0,0,0.006345447,0.334,0.041286847,1.069138057
TCGA-DD-AAE6-01A-11R-A41C-07,0.055656516,0,0.014153893,0.047977709,0,0.209063386,0,0,0.155629087,0,0.042337084,0.085419943,0.041309358,0.023718565,0.04074768,0.166841504,0,0,0.097806949,0,0.019338326,0,0.995,-0.058702327,1.114017504
TCGA-DD-A3A2-01A-11R-A213-07,0.063887274,0,0,0.057058833,0,0.166444738,0,0.021383954,0.085711539,0,0.090111558,0.045224613,0,0.045503606,0.06360263,0.353664569,0,0,0.007359773,0,0,4.69E-05,0.638,-0.000614181,1.10285068
TCGA-DD-A39Y-01A-11R-A213-07,0,0,0,0.073798342,0,0.149256107,0,0,0.197879176,0,0,0.077752651,0,0.072330107,0.033141172,0.21072513,0.162021619,0,0.023095697,0,0,0,0.925,-0.034505603,1.109633407
TCGA-BC-A112-01A-11R-A131-07,0.002552904,0.021927751,0,0,0,0.217405584,0,0,0.097885502,0,0,0.136991274,0.057785883,0.150694948,0.021751485,0.033040038,0.005221732,0,0.172931934,0,0.067048739,0.014762226,0.768,-0.014607994,1.100862902
TCGA-ZP-A9CZ-01A-11R-A38B-07,0.004712037,0,0.064699513,0.139382168,0,0.174560513,0.006928897,0.022001377,0.064667509,0,0.007118579,0.030773897,0.01585553,0.035559496,0.160973642,0.119139995,0.098308743,0,0.052175612,0,0.003142493,0,0.15,0.090500316,1.058352005
TCGA-CC-A3MB-01A-11R-A213-07,0.038959384,0,0,0.185925937,0,0.165130499,0,0,0.067371653,0,0,0.059583365,0,0.163572142,0.080548019,0.216808623,0.015244851,0,0.004501177,0,0,0.00235435,0.702,-0.007154319,1.112192706
TCGA-DD-AAE1-01A-11R-A41C-07,0.053697989,0,0,0.065828647,0,0.267678842,0,0,0.139058133,0.02926269,0,0.066566268,0.00114983,0.019493088,0.069186601,0.113690239,0.096199314,0,0.078188358,0,0,0,0.876,-0.025632279,1.104246076
TCGA-EP-A3RK-01A-11R-A22L-07,0.014003731,0,0.032896092,0.170409103,0,0.057027398,0,0.041866183,0.117555561,0,0,0.075397991,0.015830696,0.079301975,0.089187771,0.183341787,0.064239803,0,0.058941908,0,0,0,0.183,0.077426135,1.058118976
TCGA-G3-A3CG-01A-11R-A213-07,0.098991684,0,0,0.123804926,0,0.272304472,0.000213237,0,0.125427891,0,0.016345234,0.014059122,0.013483568,0.005013754,0.153733366,0.095605549,0.027212532,0,0.048645882,0,0,0.005158783,0.646,-0.001330641,1.113099782
TCGA-DD-AA3A-01A-11R-A37K-07,0,0,0.032096041,0.038507073,0,0.199854099,0,0.014712068,0.053257071,0,0,0.068776664,0.018076635,0.242634519,0.068707745,0.038947303,0.182154682,0.006713698,0.035562405,0,0,0,0.026,0.217500349,1.003839911
TCGA-BC-4073-01B-02R-A131-07,0.025127905,0,0.037233127,0.120079845,0,0.136628917,0.093248227,0.012978879,0.050073669,0,0.000329927,0.003086104,0,0.197749186,0.065335172,0.140361516,0.033144799,0,0.009748423,0,0,0.074874304,0.02,0.243366542,0.987952345
TCGA-DD-AACK-01A-11R-A41C-07,0.063619887,0,0,0.062698055,0,0.284756387,0,0.018212677,0.08766109,0,0,0.059618757,0.008751257,0.058522551,0.073224165,0.243441813,0.038984403,0,0.000508958,0,0,0,0.809,-0.018084104,1.105358459
TCGA-XR-A8TE-01A-11R-A36F-07,0.074909369,0,0,0.00462812,0,0.461037042,0.040387169,0,0,0.056739633,0,0.013260693,0.001468831,0,0.108621718,0.213120773,0,0,0,0.025826652,0,0,0.801,-0.017418284,1.115624336
TCGA-G3-A25V-01A-11R-A16W-07,0.014258189,0,0.007309746,0.079379433,0,0.259779939,0.014046387,0,0.073498788,0,0,0.020933708,0.026203086,0.106276378,0.134168716,0.183885703,0.028729548,0,0.051254344,0,0,0.000276034,0.146,0.094276162,1.058502708
TCGA-DD-A4NA-01A-11R-A266-07,0.020689355,0,0.041397577,0.013256444,0,0.14460679,0,0.000308554,0.109147759,0,0,0.074042242,0,0.195995618,0.071293822,0.267435829,0,0,0.01753117,0,0,0.04429484,0.082,0.140095895,1.042881186
TCGA-DD-AAD3-01A-11R-A41C-07,0.047429042,0,0,0.017679996,0,0.348239697,0,0.010196518,0.055434675,0,0,0.010824461,0.011385226,0.124713232,0.218862711,0.034079334,0.018610801,0,0.102544307,0,0,0,0.16,0.085299449,1.086829225
TCGA-DD-A118-01A-11R-A131-07,0,0.002586411,0,0,0,0.265153596,0,0.0277645,0.084308061,0,0.055924586,0.030284156,0.024817334,0.157365622,0.031785602,0.133750841,0.021731179,0,0.161935006,0,0,0.002593106,0.702,-0.007154855,1.090735474
TCGA-ED-A459-01A-11R-A266-07,0.051278124,0,0.00387272,0,0,0.264366881,0.017200376,0.006064193,0.09152312,0,0.046592748,0,0.021207096,0.236083818,0.023223124,0.117369213,0.007889665,0,0,0.000402037,0.108859231,0.004067655,0.445,0.023046422,1.085431396
TCGA-RC-A7SB-01A-21R-A352-07,0.033853341,0,0.028073405,0.103724866,0,0.106287481,0.028338226,0.048321571,0.044888648,0,0,0.043594819,0.001513447,0.13069874,0.122646371,0.218874495,0.022741948,0,0.066442641,0,0,0,0.193,0.073852834,1.062089953
TCGA-WQ-A9G7-01A-11R-A37K-07,0.058233872,0,0,0.090744935,0,0.104321273,0,0.076044431,0.036767296,0,0,0.086647006,0.048268196,0.228658521,0.055830124,0.146195817,0.005445209,0,0.025304322,0,0.037366067,0.000172931,0.193,0.073560633,1.067639193
TCGA-DD-AAEA-01A-11R-A41C-07,0.054160969,0,0.012831388,0.287771763,0,0,0.106976877,0.122232316,0.096902905,0.046021273,0,0,0,0.057995056,0.118265181,0.075366867,0.008987068,0,0.012488336,0,0,0,0.257,0.056614994,1.088846112
TCGA-G3-A7M7-01A-12R-A352-07,0.042189747,0,0.011511821,0.054136586,0,0.189091982,0,0,0.130249265,0,0.045113925,0.028078248,0,0.194041124,0.054331407,0.169781993,0.051878353,0,0.029595549,0,0,0,0.8,-0.017266703,1.101088251
TCGA-BC-A10T-01A-11R-A131-07,0.001532399,0,0,0.075012193,0,0.231869728,0,0,0.063568469,0,0,0.086380422,0.020114407,0.037556709,0.135624928,0.122635362,0.021432302,0,0.204273081,0,0,0,0.712,-0.008356525,1.108470752
TCGA-DD-AADP-01A-11R-A39D-07,0.050527075,0,0,0.06275707,0,0.283789736,0.012891735,0,0.091030532,0,0,0.076128695,0.01520133,0.088174089,0.122688478,0.050682912,0.063533726,0,0.065974294,0,0,0.016620327,0.669,-0.004371884,1.101253747
TCGA-DD-AACT-01A-11R-A41C-07,0.041310217,0,0.039775094,0.359543353,0,0.038229474,0,0.005023052,0.061937518,0,0.007659427,0.065559855,0.023233291,0.044339058,0.090677966,0.172035846,0.011212276,0,0.030202057,0,0,0.009261514,0.48,0.01820197,1.102573007
TCGA-UB-A7MA-01A-11R-A33R-07,0.059226657,0,0,0.090305277,0,0.272293565,0,0.042157402,0.079374275,0,0,0.09318308,0.013925155,0,0.070426184,0.121671135,0.112002631,0,0.025761375,0,0.0039314,0.015741865,0.881,-0.026438902,1.109833831
TCGA-DD-A73D-01A-12R-A32O-07,0.068888675,0,0,0.08634137,0,0.015039997,0,0.055315989,0.002669435,0.010126109,0.017727682,0.088236414,0.007815983,0.21391915,0.109230119,0.232459474,0.008656824,0,0.08357278,0,0,0,0.33,0.042056375,1.092541521
TCGA-DD-A4NB-01A-12R-A266-07,0.016010169,0,0.005332462,0.197800013,0,0.291777488,0,0,0.015813395,0,0,0.116492536,0.016470928,0.072364097,0.061931536,0.168026923,0.032393072,0,0,0.00558738,0,0,0.379,0.032076561,1.108868416
TCGA-2Y-A9GT-01A-11R-A38B-07,0.084062411,0,0.018930895,0.347019095,0,0.104596883,0,0.051697542,0.104658742,0,0,0.058766851,0.021390759,0.005284081,0.06342534,0.11696971,0,0,0.023197692,0,0,0,0.156,0.086732091,1.08450607
TCGA-DD-AADL-01A-11R-A41C-07,0.052081002,0,0,0.105920411,0,0.134155537,0,0.010685856,0.021354519,0,0.074875975,0.081501939,0.005489509,0.105977953,0.147135211,0.172274128,0.00608968,0,0.067735395,0,0,0.014722886,0.483,0.017301223,1.106313918
TCGA-DD-A1EG-01A-11R-A213-07,0.026905972,0,0.025844927,0.085315587,0,0.109386062,0,0.021133107,0.085414348,0,0,0.03820848,0.004207638,0.234331643,0.130950597,0.153828739,0.04226051,0,0.042212389,0,0,0,0.035,0.198324719,1.017741384
TCGA-DD-A4ND-01A-11R-A266-07,0.052742341,0,0.016129842,0.170169117,0,0.201516403,0.005152358,0.032324189,0.039659925,0.010369418,0,0.025026546,0.023851573,0.088255211,0.113877541,0.146235621,0.04948834,0,0.025201575,0,0,0,0.227,0.063640245,1.069564781
TCGA-2Y-A9H6-01A-11R-A39D-07,0.030484378,0,0,0.058554663,0,0.292124304,0,0,0.13358671,0,0,0.055965228,0.022859176,0.046030679,0.031093322,0.163488296,0.109983763,0,0.055829482,0,0,0,0.594,0.00341519,1.087450685
TCGA-DD-AAW1-01A-11R-A41C-07,0.002489579,0.002313504,0.013732541,0.034623566,0,0.15107206,0,0.020462959,0.07225067,0,0.080312385,0.025245391,0.066878768,0.009498049,0.132226473,0.21903057,0,0,0.1539699,0,0.015893585,0,0.703,-0.00735477,1.094193748
TCGA-DD-A1EA-01A-11R-A131-07,0.075986694,0,0.082992694,0.07869387,0,0.16874208,0.062657542,0,0.032454052,0,0,0.034019764,0.012293725,0.099178612,0.162281085,0.070000798,0.02467121,0,0.09452191,0,0,0.001505965,0.112,0.117716434,1.040464108
TCGA-ED-A66Y-01A-11R-A311-07,0.115174137,0,0,0.043772583,0,0.146659171,0,0.060243901,0.097423176,0,0,0.040635631,0,0.244545411,0.043774304,0.174669181,0,0,0.033102505,0,0,0,0.323,0.043639989,1.080228583
TCGA-DD-AACH-01A-11R-A41C-07,0.095313613,0,0.006982696,0,0,0.153830631,0,0,0.137839079,0,0.049616693,0.096772662,0.01444739,0.223340328,0.016430479,0.142218989,0,0,0.050742392,0,0,0.012465049,0.482,0.018005846,1.09299952
TCGA-XR-A8TC-01A-11R-A36F-07,0.003969175,0,0,0.06436402,0,0.482541149,0,0,0.037698451,0,0,0.054223357,0.019100355,0.047307337,0.063512308,0.19412372,0.000871409,0,0.032288719,0,0,0,0.934,-0.036794515,1.130984022
TCGA-DD-A3A4-01A-11R-A22L-07,0.172725603,0,0.00426061,0,0,0.077636527,0,0,0,0,0.050142237,0.073896946,0.031379031,0.060269634,0.062715455,0.316982813,0,0,0.148254432,0,0,0.001736712,0.565,0.00768422,1.088717221
TCGA-DD-A11A-01A-11R-A131-07,0.087475646,0,0,0,0,0.248246636,0,0.01306475,0.178182757,0,0.114619495,0,0.091366046,0.077553665,0.021793525,0.133873162,0,0,0,0.017932559,0,0.015891756,0.565,0.007656733,1.087870522
TCGA-DD-AADF-01A-11R-A41C-07,0.049690205,0,0.237404169,0.273644367,0,0.049186187,0.054580548,0.034086318,0.021892192,0.061491914,0,0.049767639,0,0.009451545,0.092034577,0.055213499,0.004892957,0,0.003421478,0,0,0.003242403,0.582,0.005382044,1.098818115
TCGA-ZP-A9D0-01A-11R-A37K-07,0,0,0,0.008629846,0,0.270270401,0,0.042437133,0.033212143,0,0,0.074683669,0.008549045,0.028164895,0.121157225,0.266366209,0.064060475,0,0.057829503,0,0,0.024639456,0.925,-0.034440255,1.111133125
TCGA-UB-AA0V-01A-11R-A38B-07,0.007525997,0,0,0.100602522,0,0.255973889,0,0.001535692,0.002662663,0.000949277,0,0.066203326,0.032185824,0.012314576,0.132987575,0.228806175,0.087050071,0,0.058478113,0,0,0.012724301,0.764,-0.013918997,1.105655352
TCGA-MR-A520-01A-11R-A266-07,0.069881065,0,0.007938274,0.137666891,0,0.130007228,0,0,0.049992398,0,0.062883567,0.024770119,0.003009655,0.141828161,0.058782691,0.210885375,0.014538261,0,0.087816315,0,0,0,0.572,0.006702204,1.086240629
TCGA-RC-A6M5-01A-11R-A32O-07,0.044588379,0,0.08260515,0.078828059,0,0.317735711,0,0,0.06565725,0,0,0.079684029,0.008301424,0.018449032,0.026941434,0.224289446,0.012414843,0,0.040505243,0,0,0,0.765,-0.014078284,1.095576492
TCGA-EP-A2KA-01A-11R-A180-07,0.000477356,0,0.070027015,0.225250834,0,0.169797541,0.032916875,0.055732405,0.095443195,0,0,0.041042584,0.001629399,0.052341589,0.066319999,0.101935428,0.042041331,0,0.022555833,0,0,0.022488617,0.268,0.053444772,1.076059698
TCGA-DD-AAE7-01A-11R-A41C-07,0.023364259,0,0.04268763,0.194514415,0,0.225232589,0,0.011982169,0.015109277,0.076182026,0,0.013645316,0,0.005212463,0.096167973,0.213312162,0.074010049,0,0.008579672,0,0,0,0.696,-0.006268275,1.106133401
TCGA-DD-AAE4-01A-11R-A41C-07,0.02477189,0,0.025232432,0.198078692,0,0.255490582,0.025600567,0.031116311,0.0464672,0.092977238,0,0.004258721,0,0,0.123297176,0.160284806,0.004427253,0,0.007997132,0,0,0,0.129,0.106109131,1.074981236
TCGA-DD-A4NF-01A-11R-A27V-07,0.03085562,0,0.008689834,0.032937248,0,0.17650514,0,0.043991508,0.08394891,0,0.129868494,0.049438676,0.090750035,0.050128291,0.004011461,0.055363184,0,0,0.178442747,0,0.065068853,0,0.767,-0.014350915,1.099430961
TCGA-DD-AACP-01A-11R-A41C-07,0.0881052,0,0.004778933,0.176297645,0,0.211401868,0,0.0156232,0.135207716,0,0,0.070750544,0.018664433,0.112202639,0.073368228,0.034403459,0.049251336,0,0.009944799,0,0,0,0.663,-0.003828037,1.111457829
TCGA-DD-AAE0-01A-11R-A41C-07,0.063225607,0,0.017438088,0.095377843,0,0.116482916,0.019014476,0.009475582,0.130199803,0,0.000878087,0.033576213,0,0.327641615,0.074157017,0.082824723,0.007202827,0,0.022505203,0,0,0,0.101,0.125579188,1.054929953
TCGA-BC-A8YO-01A-11R-A37K-07,0.010310606,0,0.006169402,0.289073797,0,0,0.040639743,0.060775666,0.080422255,0,0,0.059850932,0.038967375,0.076765714,0.095133373,0.102227812,0.09002803,0,0.049635294,0,0,0,0.034,0.201261523,1.010823607
TCGA-DD-A3A9-01A-11R-A266-07,0.008732301,0,0.032017917,0.147362777,0,0.27748621,0.009830296,0.005163377,0.133122797,0,0,0.040447012,0.030648093,0,0.050302336,0.149949463,0.091628462,0,0.02330896,0,0,0,0.669,-0.004405631,1.099620382
TCGA-CC-A7II-01A-11R-A33J-07,0.139682664,0,0.014329621,0.061618751,0,0.137164503,0,0,0.112617137,0,0,0.115422097,0.002795877,0.140370977,0.02053833,0.228149036,0,0,0.026264447,0,0,0.001046561,0.15,0.090970135,1.059296042
TCGA-DD-AAD1-01A-11R-A41C-07,0.056279413,0.035449477,0,0.199550933,0,0.293837857,0,0,0.093049077,0,0,0.0553857,0.007146205,0.028618127,0.049607439,0.08600461,0.032726055,0,0.053661037,0,0,0.008684071,0.238,0.061003995,1.084875819
TCGA-XR-A8TF-01A-11R-A36F-07,0.093037913,0,0.00569288,0.244698622,0,0.116999204,0.065356887,0.069960823,0.016765965,0.050705037,0,0,8.73E-05,0.058783765,0.077494404,0.200417246,0,0,0,0,0,0,0.885,-0.027235324,1.112803146
TCGA-G3-A6UC-01A-21R-A33J-07,0.062693894,0,0,0.021125658,0,0.088387523,0.005769568,0,0,0,0.098089597,0.095018464,0.018363151,0.096089044,0.090618109,0.233403467,0.012007942,0,0.178433582,0,0,0,0.648,-0.001724723,1.105140038
