Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-CC-A7IH-01A-11R-A33J-07,0,0,0.016062023,0.056695408,0,0.216322648,0,0.026266734,0.014233584,0,0.122594984,0.056088916,0.041606404,0.036093704,0.012975891,0.114316759,0,0,0.284403442,0,0,0.002339503,0.815,-0.018996256,1.118375891
TCGA-DD-AACL-01A-11R-A41C-07,0.010990376,0,0.110975426,0.121864635,0,0.035616278,0.068625509,0.029233522,0.035261523,0,0.001179038,0.007996073,0.018388586,0.230907917,0.088096971,0.15043564,0.046337372,0,0.025377034,0,0,0.018714099,0.059,0.156291275,1.024236949
TCGA-CC-5259-01A-31R-A213-07,0.039855725,0,0.050826594,0.157792417,0,0.22109796,0.009810766,0,0.169591317,0.005668903,0.015706931,0.032877481,0,0.163802823,0.073356072,0.046556365,0,0,0.006103665,0,0,0.006952981,0.673,-0.004840341,1.110096528
TCGA-G3-A7M6-01A-11R-A33R-07,0.025668502,0,0.018349084,0.07844625,0,0.310003819,0.002998019,0.023326944,0.101595288,0,0,0.035936423,0.010308825,0.123353676,0.075858441,0.122727427,0.03341323,0,0.025242339,0,0,0.012771732,0.147,0.093104346,1.057872358
TCGA-DD-AAD6-01A-11R-A41C-07,0.030442223,0,0,0.017648474,0,0.410386534,0.018352914,0,0.138945702,0,0.017123136,0,0.027870712,0.024243195,0.040263299,0.261118865,0.009679518,0,0,0.00392543,0,0,0.933,-0.036451751,1.119339816
TCGA-FV-A2QQ-01A-11R-A22L-07,0.042942881,0,0,0.207833673,0,0.069831328,0,0.015673204,0.179589871,0,0,0.041486201,0.011915849,0.07748289,0.102845074,0.183949039,0.042359732,0,0.02409026,0,0,0,0.605,0.002565777,1.098900655
TCGA-2Y-A9GX-01A-11R-A38B-07,0.020657616,0,0.00680264,0.131271483,0,0.330752539,0.002467013,0,0.015797476,0,0.006583089,0.006800148,0.012663275,0.140115952,0.066849754,0.176201526,0.058191971,0,0.024845518,0,0,0,0.052,0.166012313,1.0282712
TCGA-BD-A3ER-01A-11R-A213-07,0.033903821,0,0.023544471,0.040909841,0,0.185793559,0,0,0.111773324,0,0,0.047539272,0.038856095,0.179424305,0.058995734,0.232550253,0.037511482,0,0,0,0,0.009197843,0.368,0.034823163,1.082621734
TCGA-DD-AADC-01A-11R-A41C-07,0.055602339,0,0,0.087298504,0,0.173094251,0,0.04524302,0.082425835,0,0,0.068599075,0.01281974,0.15028419,0.13414233,0.110015726,0.08047499,0,0,0,0,0,0.337,0.040518519,1.087518464
TCGA-BC-A10Z-01A-11R-A131-07,0.248636382,0,0,0.00812067,0,0.038786787,0,0.082708332,0.070991025,0,0,0.058714499,0,0.053155415,0,0.228876224,0,0.156337523,0.039584462,0,0,0.014088679,0.933,-0.03646899,1.1000654
TCGA-5C-AAPD-01A-21R-A39D-07,0.011743874,0,0.16989349,0.095981585,0,0.024545995,0.003163812,0.016588849,0.074199053,0,0,0.057176787,0,0.125097939,0.177287019,0.137506816,0.024377428,0,0.081229062,0,0,0.00120829,0.001,0.449279106,0.8924231
TCGA-DD-AAED-01A-12R-A41C-07,0.052453488,0,0.004417096,0,0,0.239620797,0,0.02732182,0.09784007,0,0.039910153,0,0,0.277220382,0.066614728,0.186799306,0,0,0.00780216,0,0,0,0.201,0.070953094,1.079363689
TCGA-DD-AACI-01A-11R-A41C-07,0,0,0.029223107,0.307460614,0,0,0.081163732,0.074168387,0.079878349,0.067924797,0,0.028409405,0,0.071670766,0.094096235,0.149757786,0.003580236,0,0.003603253,0,0,0.009063333,0.154,0.088282523,1.075410732
TCGA-G3-A25Y-01A-11R-A16W-07,0.016201832,0,0,0.086123301,0,0.255252163,0.015627806,0.056526063,0.10385913,0,0,0.031720744,0.03112865,0.017048488,0.110137493,0.203299612,0.00490554,0,0.068169178,0,0,0,0.326,0.043298023,1.078986701
TCGA-ZP-A9CY-01A-11R-A38B-07,0.011771432,0,0,0.059823041,0,0.105288334,0,0,0.077054309,0,0,0.063387232,0.066152433,0.101363104,0.156438184,0.270424202,0.010171388,0,0.078126341,0,0,0,0.289,0.04828151,1.087754674
TCGA-PD-A5DF-01A-11R-A27V-07,0,0,0.005013966,0.016861525,0,0.131866926,0,0.004761808,0.057096242,0,0,0.027663654,0.000737147,0.441837262,0.096555887,0.15331204,0.002106925,0,0.05466387,0,0.006579952,0.000942796,0.02,0.242964017,1.027369963
TCGA-DD-A114-01A-11R-A131-07,0.06738908,0,0.028644362,0.117024804,0,0.158379796,0.033012718,0.004321902,0.077736687,0,0.002900807,0.018778663,0.029311558,0.148338741,0.14718231,0.080298685,0.038474286,0,0.048205601,0,0,0,0.002,0.411451585,0.911121993
TCGA-DD-AAVY-01A-11R-A41C-07,0.088021415,0,0.010023873,0.119377011,0,0.018527335,0,0.009277457,0.014237125,0,0.024985076,0.113702704,0.021595191,0.048375924,0.107772976,0.2778067,0,0,0.133796806,0,0,0.012500406,0.577,0.006016974,1.09861705
TCGA-BC-A10S-01A-22R-A131-07,0.017964049,0,0,0.130500788,0,0.186584238,0,0.00270941,0.061925083,0,0,0.073687853,0.016220153,0.052251792,0.029304194,0.403353048,0.001596322,0,0.023490743,0,0,0.000412328,0.501,0.014783855,1.101529066
TCGA-CC-A123-01A-11R-A131-07,0.009644637,0,0.007478588,0.044621156,0,0.317851285,0,0.000827525,0.106636723,0,0,0.028855604,0.010513922,0.095250424,0.066627776,0.265735165,0.039612659,0,0.006344536,0,0,0,0.639,-0.0006945,1.100291159
TCGA-MI-A75H-01A-11R-A32O-07,0.004930304,0,0.01306548,0.178551094,0,0.1550691,0.068336021,0,0.078310048,0,0.081960918,0.044820542,0.064983331,0.054466084,0.084678295,0.069070822,0.051408246,0,0.033077549,0,0.017272164,0,0.195,0.071976366,1.071578654
TCGA-DD-AADG-01A-11R-A41C-07,0.059467319,0,0.042222327,0.37065032,0,0.033148069,0,0,0.011897164,0,0.027760928,0.06353153,0.017503269,0.103676656,0.077048243,0.077315207,0,0,0.115778968,0,0,0,0.405,0.028676801,1.096772739
TCGA-BC-A10U-01A-11R-A131-07,0.084104657,0,0,0.0953666,0,0.118228275,0,0,0.095500946,0.028165755,0,0.02101824,0.024324244,0.120355615,0.01992164,0.314164086,0,0,0.054029585,0,0.024820359,0,0.28,0.050354074,1.07029306
TCGA-CC-A7IG-01A-11R-A33J-07,0.004739485,0,0.019433055,0.038236482,0,0.169984367,0,0.040061594,0.08547779,0,0,0.065834402,0.033132586,0.203961605,0.052162626,0.236977465,0.020650513,0,0.016437429,0,0.0129106,0,0.154,0.088090794,1.06391774
TCGA-DD-A3A3-01A-11R-A22L-07,0.03830675,0,0,0.076768523,0,0.264561831,0,0,0.074505375,0,0,0.058973641,0.017481883,0.119017693,0.077569611,0.180099196,0.028464885,0,0.060854978,0,0,0.003395634,0.264,0.054885806,1.069985161
TCGA-2Y-A9GZ-01A-11R-A39D-07,0.101015974,0,0.103303408,0.128192332,0,0.036519216,0,0.041835487,0.049933015,0,0,0.080620414,0.006546879,0.097336961,0.041233698,0.269820126,0,0,0.043642489,0,0,0,0.793,-0.016738708,1.085969413
TCGA-K7-AAU7-01A-11R-A38B-07,0.055871454,0,0.005367866,0.024643721,0,0.2059807,0.00561304,0.041874935,0.052252076,0,0,0.029648849,0,0.186545813,0.080983115,0.151188071,0.078643264,0,0.003842458,0,0,0.077544639,0.217,0.066932404,1.068534254
TCGA-BW-A5NO-01A-11R-A27V-07,0.118028244,0,0.137862016,0.042758699,0,0.213990908,0,0.009297317,0.024266987,0.054354229,0,0.086405273,0,0.032422011,0.075976378,0.153939804,0,0,0.041228274,0,0,0.00946986,0.56,0.008338534,1.077870192
TCGA-DD-AAVX-01A-11R-A41C-07,0.088813293,0,0,0.110356617,0,0.183257303,0,0,0.097944239,0.096675549,0,0.017595007,0.00098828,0.054166058,0.137166497,0.167561266,0.005619753,0,0.03985614,0,0,0,0.344,0.039180341,1.089443177
TCGA-DD-A4NJ-01A-11R-A27V-07,0.075244194,0,0.038144195,0.042768635,0,0.228089539,0.014996093,0,0.022177962,0,0.010449813,0.001582741,0.024041364,0.018459238,0.101666675,0.200086896,0.179482829,0,0.039778196,0,0,0.00303163,0.142,0.0978677,1.04089064
TCGA-DD-AACS-01A-11R-A41C-07,0.071318475,0,0,0.096796991,0,0.089148409,0,0.019434159,0.076817977,0,0,0.094160795,0.016054827,0.083171129,0.131230714,0.176805265,0.02822721,0,0.091421602,0,0,0.025412448,0.93,-0.03552749,1.110386362
TCGA-UB-AA0U-01A-11R-A38B-07,0.01721975,0,0,0.076837302,0,0.247459585,0,0,0.034190176,0.024365554,0,0.034275336,0.022174884,0.009790369,0.144844416,0.195947395,0.134603834,0,0.056440226,0,0,0.001851173,0.375,0.033077386,1.08395975
TCGA-CC-A9FW-01A-11R-A37K-07,0.065516802,0,0.070078418,0.133482671,0,0.135218408,0.002879007,0.046977298,0.074996904,0,0,0.036413542,0.016077484,0.187176299,0.079359082,0.039918091,0.032826802,0,0.079079192,0,0,0,0.507,0.014484581,1.076079615
TCGA-CC-A8HT-01A-11R-A36F-07,0.007078976,0,0,0.061510424,0,0.101481746,0,0.052111548,0.08752663,0,0,0.095128907,0.001427436,0.222719369,0.082081975,0.114429501,0.037111074,0,0.094500825,0,0.033327288,0.009564304,0.143,0.097296482,1.05737161
TCGA-G3-AAUZ-01A-11R-A38B-07,0.008709492,0,0.094556069,0.106450154,0,0.25828384,0,0.019224972,0.084411928,0,0,0.054067164,0.010007676,0,0.110874867,0.185775247,0.019637235,0,0.048001356,0,0,0,0.589,0.004260845,1.090291217
TCGA-G3-A25U-01A-11R-A16W-07,0.058434818,0,0,0,0,0.144874042,0,0,0.047426421,0.007514546,0,0.067775936,0.05232085,0.04125374,0.131368112,0.113879839,0.006808497,0,0.274616603,0,0,0.053726595,0.664,-0.00399325,1.102761181
TCGA-DD-AAEK-01A-11R-A41C-07,0.108807828,0,0,0.107121327,0,0.169802349,0.010673303,0.046227165,0.069989705,0,0,0.051637348,0.012886832,0.114968222,0.118047892,0.086037689,0.018685426,0,0.083562728,0,0,0.001552186,0.142,0.097922177,1.051452286
TCGA-DD-AAEH-01A-11R-A41C-07,0.013027384,0,0.019864818,0.531682797,0,0.041877367,0,0.053541271,0.107874394,0,0,0.065952049,0.009512902,0,0.059339477,0.052797624,0.026465541,0,0.017011419,0,0,0.001052957,0.177,0.07924796,1.128954825
TCGA-DD-A73F-01A-11R-A32O-07,0.037980513,0,0,0.240721903,0,0.179866184,0,0.033499968,0.057165607,0.049007281,0,0.088114837,0.001241296,0.065222115,0.094981369,0.116323679,0.010183894,0,0.025672568,0,0,1.88E-05,0.04,0.192164149,1.03571239
TCGA-2Y-A9HA-01A-11R-A39D-07,0.009641012,0,0.003107631,0,0,0.239942813,0,0,0.058321789,0,0.010227324,0.07110141,0.016764132,0.22266725,0.070334929,0.178761181,0.011172539,0,0.06205516,0,0.04590283,0,0.161,0.084914422,1.064006342
TCGA-UB-A7MC-01A-11R-A33R-07,0.149379882,0,0,0.011885268,0,0.160260901,0,0,0.055386399,0,0.008584474,0.020411082,0.028849376,0.077631479,0.070771559,0.361938437,0.014260634,0,0.040343224,0,0,0.000297285,0.639,-0.000745825,1.093592733
TCGA-DD-AACG-01A-11R-A41C-07,0.04631258,0,0.002793321,0.048427567,0,0.182022838,0,0,0.078684539,0.056442486,0,0.017348273,0,0.197943378,0.019169785,0.29909611,0.023766771,0.002684519,0.025307831,0,0,0,0.19,0.075006961,1.073520311
TCGA-2Y-A9GY-01A-11R-A38B-07,0.013582561,0,0.128817456,0.260671984,0,0,0.04624103,0.021450114,0.086144891,0,0,0.062696852,0.031728195,0.146263104,0.090702363,0.070885253,0.040816199,0,0,0,0,0,0.052,0.167752789,1.021404433
TCGA-DD-A1EF-01A-11R-A131-07,0.118573036,0,0,0.114701976,0,0.151068892,0,0.038230572,0.150744749,0,0,0.044236775,0.009149673,0.119830416,0.06090991,0.0857682,0.072507847,0,0.034277953,0,0,0,0.376,0.032829083,1.075144502
TCGA-DD-AADQ-01A-11R-A41C-07,0.038550966,0,0,0.300446313,0,0.065067647,0.030818827,0.025599725,0.117023229,0,0.057944609,0.053418301,0.025463608,0.056927264,0.077982736,0.100104033,0.006919999,0,0.043732743,0,0,0,0.841,-0.021283559,1.128941085
TCGA-DD-AACA-01A-11R-A41C-07,0.0267831,0,0.046015266,0.110976336,0,0.088081606,0,0,0.042943141,0,0,0.093031982,0.015008609,0.120544895,0.10066099,0.088994898,0.013422235,0,0.2531023,0,0,0.000434642,0.404,0.028720914,1.084724152
TCGA-DD-A1EK-01A-11R-A213-07,0.010832325,0,0,0.020316566,0,0.206400849,0,0,0.049080702,0,0,0.092497493,0.007280156,0.111583697,0.038060392,0.269910519,0.002300975,0,0.137736428,0,0,0.053999898,0.206,0.069871032,1.065018747
TCGA-DD-AAD2-01A-11R-A41C-07,0.056824038,0,0,0.035196836,0,0.228997616,0.019305291,0,0.085094265,0,0.031390495,0.004082696,0.009795032,0.25232728,0.110834237,0.132551224,0.017687365,0,0.015913626,0,0,0,0.182,0.077755576,1.072677599
TCGA-DD-A11C-01A-11R-A131-07,0,0.005436066,0,0.027273527,0,0.276278594,0,0,0.022317923,0,0.031395423,0.055714921,0.04047069,0,0.054960754,0.371860964,0.005893946,0.007792256,0.100604936,0,0,0,0.646,-0.00140801,1.094526756
TCGA-DD-AAEI-01A-11R-A41C-07,0.01864335,0,0,0.141067101,0,0.135049421,0,0.001926193,0.091445045,0.010537972,0,0.06145267,0,0.14436955,0.071233795,0.239658559,0.01076579,0,0.073850554,0,0,0,0.296,0.047278574,1.078642107
TCGA-G3-AAV5-01A-11R-A37K-07,0.079365223,0,0,0.112110539,0,0.173806245,0.011721092,0,0.064388292,0,0.002110765,0.031763758,0.015725799,0.03846521,0.099260282,0.225919027,0.017003519,0,0.088119377,0,0.037984201,0.002256672,0.789,-0.016154821,1.089155833
TCGA-DD-AADK-01A-11R-A41C-07,0.089934208,0,0.048555533,0.060347856,0,0.240156428,0,0.002360974,0.106910871,0,0.006891619,0.038303242,0.017560841,0.050519744,0.086741785,0.133879071,0.077908872,0,0.039928956,0,0,0,0.249,0.057430408,1.057582364
TCGA-2Y-A9H5-01A-11R-A38B-07,0.029613168,0,0.039737401,0.120776009,0,0.211064202,0,0.054147684,0.086786656,0,0,0.065591923,0.016651838,0.062938805,0.086494079,0.100815996,0.076287084,0,0.049095156,0,0,0,0.705,-0.007548999,1.093037464
TCGA-FV-A3I0-01A-11R-A22L-07,0.025222436,0,0.074526595,0.050105432,0,0.107565079,0,0.0182187,0.061135219,0,0,0.066436799,0.006568221,0.293187909,0.030695173,0.230513804,0,0.002103703,0.027442128,0,0,0.006278804,0.083,0.139779257,1.048299785
TCGA-CC-A7IL-01A-11R-A33R-07,0.030492131,0,0.012170607,0.064173955,0,0,0,0.044454244,0.081617751,0,0.002037371,0.052535694,0.038912527,0.209366741,0.054029882,0.080556253,0.013539764,0,0.280754643,0,0.028367102,0.006991336,0.15,0.09023758,1.05974536
TCGA-DD-A115-01A-11R-A131-07,0.043288359,0,0,0.108022132,0,0.188942788,0,0.020968228,0.110259029,0,0,0.086198847,0.006479112,0.057270623,0.118276959,0.149016791,0.030754328,0,0.080522806,0,0,0,0.399,0.029260903,1.087770118
TCGA-2Y-A9GS-01A-12R-A38B-07,0.046783882,0,0,0.030925228,0,0.109035456,0,0,0.06252356,0,0,0.024858692,0.003053935,0.152427951,0.138608668,0.347596735,0.02076973,0,0.063416162,0,0,0,0.159,0.085413551,1.078243181
TCGA-ZP-A9CV-01A-11R-A38B-07,0.034335509,0,0.004413697,0.12101116,0,0.410456184,0,0,0.024388132,0,0,0.029571885,0.013275505,0,0.118258942,0.191328818,0.0009649,0,0.037710722,0,0,0.014284547,0.544,0.01033889,1.109206762
TCGA-BC-A69I-01A-11R-A311-07,0.035579731,0,0,0.12957947,0,0.097040285,0,0,0.048538979,0,0,0.092415246,0.102080462,0.059191226,0.091171052,0.165457391,0.026740721,0,0.148767342,0,0,0.003438095,0.592,0.003838055,1.086637167
TCGA-ZP-A9D1-01A-11R-A38B-07,0.04848043,0,0,0.053684047,0,0.473965424,0,0,0.093031567,0,0,0.034942519,0.015830061,0.042471091,0.070814181,0.063357139,0.002620085,0,0.089314342,0,0,0.011489114,0.645,-0.0012212,1.113798539
TCGA-MI-A75C-01A-11R-A32O-07,0.048247107,0,0,0.141122092,0,0.219884947,0,0,0.232278326,0.032944422,0,0.026172187,0.005147915,0.073588717,0.084476339,0.120358736,0.000590745,0,0.014025726,0,0,0.001162741,0.679,-0.005426908,1.116921917
TCGA-DD-AADV-01A-11R-A39D-07,0.039135056,0,0.004144478,0.098683222,0,0.131362104,0,0.003305447,0.064455528,0,0,0.063986759,0,0.175466457,0.061170263,0.246507211,0.068847796,0,0.041857948,0,0,0.001077732,0.276,0.05176648,1.076882429
TCGA-BC-A10Y-01A-11R-A131-07,0.048522791,0,0.005387966,0.118708208,0,0.212418277,0,0.041306027,0.084382067,0,0,0.092960934,0.025580234,0.01683998,0.125633447,0.162177877,0.022940826,0,0.043141364,0,0,0,0.419,0.026824383,1.095668486
TCGA-DD-AACV-01A-11R-A41C-07,0.024740673,0,0,0.09131511,0,0.175899769,0,0.093524961,0.037170556,0,0,0.069265858,0,0,0.064329055,0.365114672,0,0.06171303,0.016926315,0,0,0,0.949,-0.039648036,1.118019403
TCGA-DD-AADR-01A-11R-A41C-07,0.000742054,0,0.018132639,0.094967827,0,0.323630715,0,0,0.090770349,0.028503059,0,0.052409651,0,0.118961911,0.050928049,0.159168349,0.021363309,0,0.036637778,0,0.00378431,0,0.38,0.031737437,1.090475592
TCGA-EP-A2KC-01A-11R-A213-07,0.053985137,0,0,0.044307795,0,0.201092912,0,0,0.12598919,0,0,0.037719068,0.025249738,0.126132812,0.176550332,0.089700179,0.0131295,0,0.106143338,0,0,0,0.227,0.063720959,1.077949021
TCGA-DD-AACJ-01A-11R-A41C-07,0.004256341,0,0,0,0,0.153168588,0,0.008349825,0.175018756,0,0.180532156,0,0.065273608,0.123599311,0.003749943,0.178868833,0.00699996,0,0.054356761,0,0.025226179,0.020599739,0.29,0.048152918,1.075323355
TCGA-BC-A10R-01A-11R-A131-07,0.032347384,0,0.017002775,0.036725724,0,0.177580736,0,0,0.036345474,0,0,0.045657171,0.030827389,0.055699848,0.089536979,0.414560074,0.007608765,0,0.037548858,0,0,0.018558823,0.811,-0.018635972,1.11097554
TCGA-LG-A9QD-01A-11R-A38B-07,0.082965046,0,0,0.124695446,0,0.297154517,0,0,0.086632258,0,0.045916392,0,0.010038596,0,0.129500961,0.182049085,0,0.016598833,0.024448865,0,0,0,0.912,-0.031899447,1.12365847
TCGA-WX-AA44-01A-11R-A39D-07,0.074893787,0,0,0.005549697,0,0.332931467,0,0.015833471,0.073686534,0,0,0.036343721,0.00572453,0.132598288,0.122666664,0.124761431,0.005124956,0,0.055575511,0,0.014309943,0,0.298,0.047164117,1.077420942
TCGA-DD-A113-01A-11R-A131-07,0,0.002179618,0,0.100364535,0,0.095645381,0,0.044368295,0.144536806,0,0,0.132439071,0.000310139,0.185962044,0.058697339,0.111445325,0.016288534,0,0.107762913,0,0,0,0.736,-0.010093141,1.111144672
TCGA-FV-A496-01A-11R-A266-07,0.009651151,0,0.034010342,0.036461341,0,0.181737019,0,0.014691828,0.058460293,0,0.116944053,0,0.044283647,0.137178549,0.055119147,0.01206657,0.01061465,0,0.280771706,0,0,0.008009704,0.334,0.041476186,1.077089033
TCGA-DD-A1EC-01A-21R-A131-07,0.008089772,0,0.026605902,0.243525951,0,0,0.024491276,0.07535322,0.121763147,0,0.151036091,0.023194303,0,0.092210253,0.114538472,0.081260539,0.014667071,0,0.023264004,0,0,0,0.002,0.375126721,0.937665591
TCGA-BC-A10Q-01A-11R-A131-07,0.022997847,0,0.023425368,0.126662621,0,0.110133608,0,0.005731146,0.096599856,0,0,0.097039975,0.107344922,0.068659561,0.043770455,0.200782008,0.025682315,0,0.043544354,0,0.027255777,0.000370189,0.604,0.002571681,1.085887766
TCGA-DD-AAVW-01A-11R-A41C-07,0,0,0,0.071641238,0,0.384748068,0,0,0.109844688,0,0,0.072558974,0.015303123,0.031172572,0.026316837,0.15312987,0.090137664,0,0.045146968,0,0,0,0.48,0.018267559,1.097699305
TCGA-2Y-A9H3-01A-11R-A38B-07,0.004177907,0.007426959,0.069643723,0.109023084,0,0.15245502,0,0.025392641,0.030294163,0.021726955,0,0.080649938,0.004273902,0.048837827,0.069122781,0.113580351,0.009960015,0,0.251003416,0,0,0.002431319,0.094,0.129237792,1.038215023
TCGA-DD-A4NH-01A-11R-A27V-07,0,0,0,0.023393798,0,0.160032402,0,0.007658938,0.083312338,0,0,0.069017934,0,0.192128191,0.022396437,0,0.133423327,0,0.036201016,0,0.010704618,0.261731,0.106,0.122235404,1.073946998
TCGA-CC-A7IE-01A-21R-A38B-07,0.053918649,0,0.019418071,0.224955311,0,0,0.095271386,0.088528589,0.134646269,0,0.007100538,0.017998225,0.019005621,0.183022369,0.058866467,0.048300353,0.045813842,0,0,0.00315431,0,0,0.353,0.037141429,1.07881607
TCGA-DD-A4NQ-01A-21R-A28V-07,0.087636563,0,0,0,0,0.193045338,0.066175957,0.001974331,0.142838438,0,0.041424905,0,0.042460505,0.256671156,0.045444594,0,0.004306063,0,0,0.02648922,0.056407691,0.035125238,0.414,0.027951348,1.080036539
TCGA-DD-A4NG-01A-11R-A27V-07,0.021310008,0,0,0.065722772,0,0.363321571,0.010518759,0.010895127,0.087654705,0,0,0.044809503,0,0.136274293,0.071546873,0.140604393,0.020795599,0,0.025322847,0,0,0.00122355,0.281,0.050020502,1.08372971
TCGA-DD-AAW2-01A-11R-A41C-07,0.029368271,0,0,0.049056508,0,0.117010231,0,0,0,0,0.005822391,0.153692128,0.038092842,0.115480504,0.127031614,0.039716612,0.011058868,0,0.310059203,0,0,0.003610829,0.496,0.01534021,1.120419781
TCGA-DD-A73B-01A-12R-A32O-07,0.002753646,0,0.002380304,0.020842933,0,0.329798624,0,0,0.042607844,0,0.014304931,0.144707554,0.026908371,0.068607808,0.012661001,0.107489203,0,0,0.189914345,0,0,0.037023435,0.994,-0.05692532,1.133332319
TCGA-DD-A4NI-01A-11R-A27V-07,0.046427941,0,0,0.128929988,0,0.232417466,0,0,0.077123854,0,0,0.087897546,0.024567699,0.023604861,0.145514515,0.094959982,0.022184394,0,0.116371754,0,0,0,0.384,0.031240711,1.097032757
TCGA-MI-A75G-01A-11R-A32O-07,0.054078068,0,0,0.0059693,0,0.232916408,0,0,0.09550383,0,0.088512966,0,0.032036451,0.09813179,0.065988347,0.125534298,0.002848214,0,0.198480327,0,0,0,0.714,-0.008555467,1.085712315
TCGA-BC-A10X-01A-11R-A131-07,0.011536158,0,0,0.057559393,0,0.195677299,0,0,0.034032482,0.00763146,0.013100529,0.022381329,0.074042037,0,0.080892523,0.3457191,0.025773517,0,0.114290692,0,0,0.017363482,0.615,0.001530515,1.08820483
TCGA-CC-A3MC-01A-11R-A22L-07,0.044923532,0,0,0.016545046,0,0.192061556,0,0,0.084036779,0,0,0.100163675,0,0.272031238,0.091332948,0.118699408,0.013897026,0,0.06491779,0,0,0.001391002,0.17,0.081517418,1.07404984
TCGA-2Y-A9GV-01A-11R-A38B-07,0.023330358,0,0.023463902,0.058007669,0,0.192390179,0,0.008146992,0.085648188,0,0,0.040027697,0.019249984,0.036455523,0.057310906,0.425546127,0,0,0.030422475,0,0,0,0.405,0.028603842,1.08744559
TCGA-DD-A73G-01A-22R-A32O-07,0.019269535,0,0,0.067128798,0,0.068496007,0,0,0.075230063,0,0,0.067454829,0.025943742,0,0.011993072,0.445074332,0,0,0.219409622,0,0,0,0.559,0.008526194,1.101062893
TCGA-CC-5260-01A-01R-A131-07,0.03006756,0,0,0.182118118,0,0.167224069,0,0,0.080094136,0,0,0.038287229,0.101328866,0.096683403,0.066527246,0.157243307,0.037222688,0,0.039731127,0,0.003472252,0,0.033,0.201982749,1.005835675
TCGA-CC-A7IK-01A-12R-A33R-07,0.036570684,0,0,0,0,0.224704162,0,0,0.015353213,0,0,0.181687899,0.078389261,0.038257065,0.135042601,0.130410725,0.004647498,0,0.154936893,0,0,0,0.706,-0.007657804,1.119326299
TCGA-DD-A4NL-01A-11R-A28V-07,0.019207948,0,0,0.083424841,0,0.27204037,0,0,0.03883814,0,0,0.069626929,0,0.08229202,0.032665423,0.309304451,0,0,0.073562218,0,0.019037661,0,0.761,-0.013002689,1.10251536
TCGA-DD-A3A1-01A-11R-A213-07,0,0,0,0.089638434,0,0.198300809,0,0.02410695,0.09144952,0,0,0.050864551,0,0.118211248,0.034862225,0.29651794,0,0,0.022700593,0,0,0.073347731,0.577,0.005994118,1.100401076
TCGA-G3-AAV2-01A-11R-A37K-07,0.014432325,0,0,0.018151329,0,0.105517004,0,0.007521212,0.093854076,0,0.099979998,0.069988682,0.068965795,0.026929001,0.012090876,0.167723819,0.004290717,0,0.298117906,0,0,0.012437259,0.739,-0.010520544,1.109135332
TCGA-BC-A216-01A-11R-A155-07,0.054166177,0,0.02503892,0.455531003,0,0,0.190988344,0.078969477,0.041617832,0.012951349,0,0,0,0.033525552,0.048560151,0.031288676,0.01303569,0,0.014326829,0,0,0,0.399,0.029192447,1.117863581
TCGA-DD-A4NV-01A-11R-A311-07,0.041757893,0,0,0.101855939,0,0.293044074,0,0,0.057632809,0,0.039739017,0.031057226,0.046784232,0.080582391,0.084346862,0.180539659,0.006251933,0,0.034774547,0,0,0.001633418,0.525,0.012487218,1.091591356
TCGA-ED-A627-01A-12R-A311-07,0.053236164,0,0.037476026,0.202168482,0,0.256958557,0,0,0.021900508,0.039181763,0,0.080475701,0.013239751,0.045967851,0.128713233,0.091631637,0.018997156,0,0,0,0.003862242,0.00619093,0.057,0.160484744,1.049548316
TCGA-RC-A7S9-01A-11R-A33R-07,0.084995274,0,0.040283779,0.100250693,0,0.129354758,0.042561179,0.037332376,0.099695232,0,0.02926044,0.023807106,0.011821428,0.054045209,0.157891585,0.084296785,0.060620504,0,0.043783654,0,0,0,0.865,-0.024308452,1.103374275
TCGA-DD-AADD-01A-11R-A41C-07,0.039050609,0,0.004403881,0.231699406,0,0.064108689,0,0.06069314,0.028657373,0.003782675,0,0.055281326,0.003687293,0.083000902,0.104075263,0.228682386,0.01785098,0,0.075026077,0,0,0,0.495,0.015463812,1.091338915
TCGA-BC-A10W-01A-11R-A131-07,0.029747796,0,0,0.042293285,0,0.144948354,0,0.020321553,0.071575686,0,0,0.029753215,0.051785107,0.084250754,0.12076863,0.222832543,0.15599961,0,0.025723466,0,0,0,0.45,0.022319595,1.085179459
TCGA-BC-A3KG-01A-11R-A213-07,0.113131742,0,0.002195965,0.095393811,0,0.297290397,0,0.035569861,0.063040624,0.007957713,0,0.049459699,0.034593493,0.071375424,0.085089158,0.089554213,0.027867872,0,0.013049262,0,0,0.014430765,0.887,-0.02743952,1.110226654
TCGA-DD-AACN-01A-11R-A41C-07,0.02455478,0,0,0.070674483,0,0.272522408,0,0,0.077375099,0,0,0.069250594,0.030737417,0.050197425,0.165897942,0.087522488,0.054531436,0,0.096735929,0,0,0,0.461,0.020842333,1.098816342
